gene,fc_1
RP1-257A7.5,0.301570565
TBC1D7,0.196614943
GFOD1,0.110612659
RP1-223E5.4,0.039541213
RANBP9,0.234969326
MCUR1,0.241852366
RP11-560J1.2,0.054899243
DTNBP1,0.219809449
ATXN1,0.297892216
NUP153,0.328621404
KIF13A,0.857320596
NHLRC1,0.763692417
TPMT,0.260455358
DEK,0.219849969
RP1-167F1.2,80.13346649
RP4-625H18.2,0.087865711
MBOAT1,18.56849949
DCDC2,31.81199781
KIAA0319,60.53729662
TDP2,14.28160256
RP1-30M3.5,3.636842274
C6orf62,1.444320609
FAM65B,0.001778918
HIST1H3B,0.058649545
HIST1H1C,0.651987589
HIST1H2BC,0.872379666
HIST1H3D,1.007003826
HIST1H2AD,0.958518705
HIST1H2BG,1.660480029
HIST1H4H,0.563764338
ZNF322,1.25378685
GUSBP2,0.640672396
RP1-86C11.7,2.20002155
HIST1H2BJ,1.792541915
HIST1H2BK,0.608278466
ZNF204P,0.336322814
ZNF184,0.440373069
HIST1H2BL,0.330462674
HIST1H2AJ,0.901729505
HIST1H2AK,0.358756816
HIST1H2AM,0.136627274
RP1-313I6.12,0.31764394
ZSCAN16-AS1,0.421388073
TOB2P1,0.623699317
ZKSCAN4,0.625316243
ZSCAN31,0.369758067
ZSCAN12,1.959829417
ZSCAN23,0.548318621
ZBED9,1.662318679
NOP56P1,1
XXbac-BPG308K3.5,5.954834771
TRIM27,1.660777201
ZNF311,112217921.9
GABBR1,0.525560492
SUMO2P1,0.611402277
RPL23AP1,0.046048317
HCG4,6.63E-09
TRIM26,0.97868425
PAIP1P1,1.023007629
XXbac-BPG283O16.9,0.610949366
HCG18,0.797950073
GNL1,0.493187654
PPP1R10,0.501030113
DHX16,0.76220079
PPP1R18,0.607498422
NRM,0.443411217
MDC1,0.697094281
FLOT1,0.88148925
IER3,1
CCHCR1,0.441905682
POU5F1,4.026333301
PSORS1C3,2.873097614
XXbac-BPG299F13.17,0.342513467
HLA-C,0.3781387
HLA-B,0.592358798
XXbac-BPG181B23.7,0.02075569
DDX39B,1.011775701
ATP6V1G2,0.12822395
BAG6,0.951019225
C6orf47,0.955490536
GPANK1,0.370568811
LY6G5C,7.737027551
ABHD16A,0.640812334
DDAH2,0.737940456
CLIC1,1.054881179
VWA7,0.085763642
VARS,0.464649439
LSM2,0.302866957
HSPA1L,0.249704784
NEU1,0.868750011
SLC44A4,2.293946143
EHMT2,0.307719663
ZBTB12,0.60723237
NELFE,0.458640488
DXO,1.214705593
ATF6B,1.297657088
FKBPL,0.324723341
AGPAT1,0.428942442
AGER,1.90464778
PBX2,1.229434536
HLA-DRB1,47.54236343
HLA-DQB1,0.010739141
HLA-DQB2,6.50E-07
TAP2,0.782837468
PSMB8,3.664641923
TAP1,0.440920603
HLA-DMB,6.107938361
HLA-DMA,0.126743798
COL11A2,4.659255798
RXRB,1.884508597
XXbac-BPG157A10.21,2.641295567
VPS52,1.188563325
WDR46,0.869559297
RGL2,1.784815892
TAPBP,2.036655247
ZBTB22,1.286284633
DAXX,0.866971461
LYPLA2P1,0.330666181
CUTA,0.794814694
BAK1,0.708225443
UQCC2,0.912956063
IP6K3,0.263597383
LEMD2,3.123487712
C6orf1,0.997565419
RPL35P2,1.982921071
NUDT3,1.194563407
RPS10,2.350193
SPDEF,7.339913068
C6orf106,3.309888778
TAF11,0.454391888
TEAD3,0.764456131
FKBP5,5.69299628
SRPK1,0.604478433
RP1-179N16.6,0.845849342
ETV7,0.489917828
STK38,0.626646918
PPIL1,0.446269416
MTCH1,1.261397515
CCDC167,0.864206873
BTBD9,1.376867501
GLO1,1.211596838
RP1-207H1.3,3.791742219
SAYSD1,0.831541065
KCNK5,0.269727248
MOCS1,0.593500395
RP1-278E11.3,0.519647376
LRFN2,0.257739447
OARD1,0.487695489
FOXP4-AS1,0.131205735
TFEB,1.581949983
PGC,18.36438059
FRS3,0.503459998
USP49,0.464236077
MED20,0.777749147
CCND3,0.574207471
RP11-7K24.3,0.579132754
C6orf132,2.339268126
MRPS10,1.026483978
TRERF1,0.928104497
TBCC,0.627351136
C6orf226,0.164484292
RPL24P4,0.326854117
PEX6,0.717759407
MEA1,0.867783541
RP1-20C7.6,1.552776418
CUL7,1.141853816
MRPL2,0.415247826
DNPH1,0.174547608
ZNF318,1.25774932
DLK2,9.458708261
LRRC73,0.24161575
YIPF3,3.014921606
RP3-337H4.9,2.056267062
XPO5,1.335552685
RP3-337H4.6,0.445186147
GTPBP2,1.127742677
MRPS18A,1.128332452
RP1-261G23.7,0.360372208
MRPL14,1.697259645
SLC35B2,1.893319565
NFKBIE,2.515411542
AARS2,2.030153421
SUPT3H,0.244751223
RP1-8B1.4,0.277135289
ENPP5,0.339594435
RCAN2,7.134832466
CYP39A1,0.284068165
PLA2G7,8.449602396
ADGRF1,11102230.62
TNFRSF21,0.765216044
RP11-385F7.1,0.177634283
MUT,1.053907183
CRISP3,1374.637246
RP3-437C15.1,0.534779653
MCM3,0.228672458
TRAM2,1.12866558
GSTA2,1.51E-08
GSTA1,0.006618423
GSTA4,0.30315895
ICK,0.449110088
ELOVL5,1.37750515
GCLC,2.193272073
DST,5.517744334
RAB23,0.951965955
GUSBP4,0.10439016
LINC00680,1.142482436
RP5-1148A21.3,0.530856884
LMBRD1,0.742321787
KHDC1,0.345985812
OOEP,5.90E-09
RPL39P3,0.570235006
EEF1A1,0.862847678
SLC17A5,1.632212268
COX7A2,0.848304885
TMEM30A,1.192050075
PHIP,0.394103553
HMGN3,0.270262754
ELOVL4,90.69792073
RP11-379B8.1,0.05241049
IBTK,1.018361298
UBE3D,0.400080076
PGM3,2.174530531
ME1,0.30484236
SNAP91,14.0626686
CEP162,0.071050425
LINC01611,0.075493218
TPT1P6,3074464.587
SNX14,0.872183742
SYNCRIP,0.923334327
SNHG5,2.220759331
RARS2,1.197004905
AKIRIN2,1.245367347
RNGTT,1.279194888
SRSF12,1.840655882
UBE2J1,3.999104583
RRAGD,0.836020593
LYRM2,1.906434195
MDN1,0.842959991
MAP3K7,2.322648883
RP11-127B16.1,188054690.4
EPHA7,0.089154045
MANEA-AS1,1.20E-08
GPR63,0.002598087
NDUFAF4,0.536935199
MMS22L,0.480786187
FBXL4,1.036479301
FAXC,0.47766366
COQ3,0.266479426
PNISR,1.347011753
USP45,1.054388231
CCNC,1.013035457
ASCC3,0.715876671
HACE1,0.284883106
BVES,1.527985046
POPDC3,1.438088828
PREP,0.673987496
ATG5,1.081034757
RTN4IP1,0.170255326
CD24,9.617382689
BEND3,0.511424391
PDSS2,0.251973882
SEC63,0.932683128
RPL3P7,0.793123895
OSTM1,0.535003169
SNX3,0.45556261
RP11-249L21.4,8.18E-08
SESN1,0.196032531
CD164,1.018324052
MICAL1,2.171639254
ZBTB24,0.841402166
AK9,0.424299598
WASF1,3.359637705
DDO,0.069909794
CDK19,1.161105419
REV3L,0.691223798
TRAF3IP2,1.381446456
FYN,1.497536878
TUBE1,0.307662631
RP1-159M24.1,1.49E-07
HDAC2,0.416504599
FRK,2.310589613
TSPYL4,0.321914582
RP3-486I3.4,1.534211262
TSPYL1,0.677347756
CBX3P9,0.811067876
ZUFSP,0.564243758
GOPC,0.941937793
CEP85L,0.408373576
MCM9,0.613862724
FAM184A,1.19E-08
MAN1A1,0.066854337
TBC1D32,0.486756647
RP3-425C14.4,1.365668074
SERINC1,0.981193415
HDDC2,0.62860587
ECHDC1,5.670756607
SOGA3,127.2013339
PTPRK,3.05458455
ARHGAP18,0.356793368
EPB41L2,0.168137221
MED23,0.809491527
STX7,0.466917137
SLC18B1,0.089887703
SLC2A12,0.124769201
SGK1,0.046385332
HBS1L,0.513039746
AHI1,0.25107817
MTFR2,0.230783248
BCLAF1,0.437684631
RP3-406A7.7,11.82000199
MAP7,2.473651974
MAP3K5,1.938095432
IL20RA,42.50663131
IFNGR1,1.556901348
PERP,0.31504193
NHSL1,0.186875317
REPS1,1.232698395
CITED2,2.266269113
HIVEP2,0.465552255
RP11-439L18.2,0.562926164
RP1-45I4.3,0.069422597
ADAT2,0.389931309
FUCA2,0.764963499
SF3B5,0.589959828
TPT1P4,1.48731581
EPM2A,0.139817478
FBXO30,0.45013027
SHPRH,1.110858593
STXBP5-AS1,5.704510191
PPIL4,0.504720814
KATNA1,0.438191049
LATS1,1.016144841
NUP43,0.59038964
LRP11,2.345319871
ULBP3,0.069874766
RP11-613F7.1,23656290.27
ZBTB2,2.630266381
RMND1,0.371872021
FBXO5,0.913567899
MTRF1L,0.92155526
RP11-475C16.1,0.573963328
CNKSR3,0.625578941
TFB1M,0.313573443
RP11-230C9.2,0.277517864
TMEM242,0.608791024
SERAC1,0.988639307
DYNLT1,0.797891499
EZR,2.704254168
RSPH3,1.589045838
SOD2,0.615121119
TCP1,0.533043741
LPAL2,0.01189799
RP3-428L16.2,0.396646485
PDE10A,0.017050014
SFT2D1,0.466099285
MPC1,0.399284581
RPS6KA2,0.242956654
RPS6KA2-IT1,0.508380055
FAM103A2P,0.743319851
RNASET2,0.088949295
WDR27,0.430042841
PHF10,0.373371547
TCTE3,0.141318495
DLL1,0.411363947
PSMB1,0.585239807
PDCD2,0.562201508
XX-C2158C6.3,0.759103816
FAM20C,24.56587582
DNAAF5,0.806216986
SUN1,0.850410317
GET4,0.724528227
AC073957.15,0.033820011
GPR146,1.510405102
GPER1,3.398114468
AC091729.9,0.265554903
MAFK,0.819418554
PSMG3-AS1,0.90456
NUDT1,0.13952123
EIF3B,0.605953164
CHST12,0.837528242
IQCE,0.43597129
TTYH3,0.77899073
SDK1,100.0210493
FOXK1,0.734104879
AP5Z1,0.967164224
RNF216P1,0.75412181
RBAK,0.718948567
WIPI2,0.924768681
SLC29A4,0.25617729
RP11-1275H24.3,0.416473197
FSCN1,0.039768386
ZNF815P,0.050869618
CCZ1,1.220353995
AIMP2,0.288763099
USP42,1.077299851
RAC1,1.46317761
ZDHHC4,0.2196395
C7orf26,0.577091464
ZNF853,153.9403041
ZNF316,1.120261062
PMS2CL,0.808557688
C1GALT1,0.289812726
MIOS,2.855518258
UMAD1,0.823436826
GLCCI1,1.053331729
AC007128.1,123747160.4
RP4-594A5.1,180026924.4
HSPA8P8,1281027.495
PHF14,1.003684261
TMEM106B,0.996249067
SCIN,90.62461315
ARL4A,6.253029497
BZW2,0.503957863
TSPAN13,3.324816132
AHR,1.545013949
RP11-511H23.2,0.170860364
RPL21P75,1.800475804
AC005083.1,1.56E-07
AC005251.3,1.494682151
SP4,0.241164943
DNAH11,6.677787458
AC005682.5,2.782893408
KLHL7,0.676519572
NUPL2,0.704021729
GPNMB,0.461248805
MALSU1,0.44761614
CCDC126,0.279168986
FAM221A,0.669032921
NPY,12174.17269
MPP6,1.993211984
NFE2L3,0.245914899
CBX3,0.429332842
SNX10,0.179099049
HOTAIRM1,0.759247761
HOXA10-AS,681.9405997
HOXA11-AS,8.256069434
HOTTIP,640257043
TAX1BP1,0.662897918
PRR15,0.748275552
PLEKHA8,0.39272058
MTURN,0.725513292
ZNRF2,0.427111503
AC006978.6,0.307001864
GARS,0.708986754
FAM188B,0.631337151
AQP1,0.171246372
GHRHR,6.576052312
AVL9,0.874520388
ZNRF2P1,0.64481274
RP11-225B17.2,0.771710425
FKBP9,0.869748145
BBS9,0.187244205
RP11-379H18.1,0.216012837
Sep-07,0.62247401
EEPD1,0.107327892
ANLN,0.346883633
EPDR1,22.51753692
STARD3NL,4.215145362
AC006033.22,243395035
YAE1D1,0.877489822
RALA,0.934192571
LINC00265,3.445699763
AC004987.9,1.470172537
CDK13,1.650499587
SUGCT,0.75491702
MRPL32,0.687973817
STK17A,2.83029951
BLVRA,0.292305405
UBE2D4,0.925118634
LINC00957,0.739636495
DBNL,1.917044551
AC017116.11,2.211337668
YKT6,1.657752101
AC004453.8,1.142749294
OGDH,0.780195
ZMIZ2,0.733235439
PPIA,0.781822679
AC004854.4,0.49305929
RP4-673M15.1,0.008347783
CCM2,0.432542414
ADCY1,2.59241322
GTF2IP13,0.613408195
RP11-638I8.1,0.415539471
IGFBP1,16.60659859
VSTM2A,745.7137779
EGFR,1.384438529
LANCL2,0.797543489
PSPHP1,1.268118162
ZNF713,1.729719524
MRPS17,0.462685606
GBAS,1.361079151
CCT6A,0.507662504
SUMF2,0.789159237
ZNF736,0.390699679
TRIM60P18,0.797338665
ZNF107,0.665089297
ZNF138,0.691979369
ZNF273,0.388263835
GTF2IP14,0.345311261
ZNF92,0.943981838
CCT6P1,0.745353292
GTF2IP5,0.242887304
RP13-254B10.1,0.278835762
VKORC1L1,1.338799495
ASL,1.475809357
CRCP,1.705376916
TPST1,0.795669807
GS1-124K5.4,0.175944086
KCTD7,1.066496038
RP4-756H11.3,0.472798361
RABGEF1,1.012892022
RP11-458F8.1,0.632307008
GTF2IP23,0.522718785
RP11-458F8.4,0.584497825
TMEM248,2.555266241
TYW1,0.861429378
STAG3L4,0.776892636
LINC01372,1.912961485
AUTS2,0.208703652
WBSCR17,272.4532487
SBDSP1,1.127911193
POM121,2.076749678
GTF2IP4,3.327473701
FZD9,1.955219082
VPS37D,0.434888686
WBSCR22,0.735305302
ABHD11-AS1,0.36628872
CLDN4,1.615373285
ELN,2.412396019
LIMK1,0.231153868
EIF4H,0.856334213
LAT2,6.870808457
CLIP2,0.603821169
GTF2IRD1,0.778788432
GTF2I,1.412101283
PMS2P5,1.523753499
GATSL2,2.186992158
GTF2IRD2B,0.792107843
STAG3L1,0.934091577
NSUN5P1,0.850034744
RHBDD2,0.992303906
POR,0.998095469
MDH2,0.943675771
SRRM3,48.37578412
HSPB1,0.000720995
ZP3,0.015399003
DTX2,0.84784586
PMS2P9,2.161748086
CCDC146,0.833925242
PTPN12,0.752221058
RSBN1L,1.026530516
PHTF2,0.234770872
GNAI1,15.45919206
DMTF1,0.938579106
CROT,1.949164018
DBF4,1.143336622
ADAM22,0.084202032
STEAP1,0.840619308
STEAP2,2.013560788
CFAP69,0.440849494
AC002064.5,0.312989016
GTPBP10,0.349941055
CLDN12,0.613139894
AC006153.3,0.019662256
CDK14,0.50356675
FZD1,1.537453997
AKAP9,2.394080434
ANKIB1,1.021444533
GATAD1,0.880728719
RBM48,1.098185896
CCDC132,1.261554309
CASD1,3.414605047
PEG10,39.89589141
PPP1R9A,1.221370264
SDHAF3,0.598348596
LMTK2,2.427360601
BHLHA15,0.817603666
BRI3,1.056559206
NPTX2,4.263271547
TRRAP,2.28031329
AC004893.11,1.356179578
ARPC1A,0.936680604
ARPC1B,2.212299835
BUD31,0.998191671
CPSF4,0.741850666
ZNF789,0.898123147
ZKSCAN5,0.710012638
ZNF655,4.12E-06
GS1-259H13.2,1
ZSCAN25,0.999653389
AZGP1P1,2.772020661
ZKSCAN1,0.980656007
ZSCAN21,0.838389389
COPS6,0.696273489
AP4M1,0.862138258
CNPY4,1.208750666
MBLAC1,0.344937699
LAMTOR4,1.3046176
STAG3L5P,1.452793706
PILRB,1.441892233
MEPCE,0.477817612
RP11-758P17.3,0.99160655
AGFG2,5.783583386
FBXO24,0.161423397
PCOLCE,0.036159139
MOSPD3,0.205845945
GNB2,1.76916924
POP7,0.736031824
SLC12A9,0.609094068
TRIP6,1.175870656
SRRT,1.129930439
MUC3A,2.74E-07
TRIM56,2.208768773
AP1S1,0.541103147
ZNHIT1,0.700142098
RP11-132A1.4,0.010522034
COL26A1,0.610343355
CUX1,1.946396344
SH2B2,0.526633869
CTA-313A17.3,0.247201091
PRKRIP1,1.133086703
ORAI2,1.293712874
LRWD1,0.913949751
FAM185A,0.552333636
RP11-577H5.1,1.069793253
ARMC10,0.454920027
PMPCB,1.260124941
PSMC2,1.093101395
CTA-276O3.4,0.989927816
EIF4BP6,0.597068613
KMT2E,1.258756798
RINT1,1.210348976
RP11-22N19.2,0.116557441
PRKAR2B,0.752537614
HBP1,0.366656937
DUS4L,0.695108041
BCAP29,0.648832409
CBLL1,1.515260039
DLD,0.814876753
DNAJB9,1.034557746
ZNF277,0.278324076
IFRD1,2.017496957
LSMEM1,4.917912814
TES,0.653697807
CAPZA2,0.9789953
ST7,0.192747614
CFTR,138.8627598
LSM8,0.84475916
KCND2,1.09E-08
ING3,1.310560018
HMGN1P18,28353387.42
FEZF1-AS1,0.119078775
RPS26P31,1.736455382
RP11-390E23.6,0.339477894
ARF5,0.43959582
SND1,1.424404385
HILPDA,0.338264745
RP11-155G14.5,0.671614778
METTL2B,1.303261849
RP11-274B21.1,1.458438912
RP11-274B21.14,1.837207196
RP11-274B21.13,1.607415814
RP11-274B21.2,1.512465478
RP11-274B21.4,1.49652259
RP11-274B21.3,1.507472138
CALU,1.948986763
CCDC136,0.165169775
ATP6V1F,0.490009367
IRF5,0.423524964
TPI1P2,0.184571848
TSPAN33,1.125845265
SMO,0.375736431
AHCYL2,2.29609141
STRIP2,0.049251037
SMKR1,0.042714805
NRF1,0.773463999
KLHDC10,1.042028405
MEST,2.816029743
MKLN1,2.122225858
EXOC4,0.894909672
BPGM,0.600536902
CALD1,0.204333781
AGBL3,0.540799134
TMEM140,0.115281236
RP11-134L10.1,0.045595177
NUP205,1.003078183
C7orf73,0.807747981
AC015987.1,0.330141145
RPL41,0.718189857
AC009245.3,0.91670584
TRIM24,1.106276287
TTC26,0.659926183
UBN2,0.784558698
C7orf55-LUC7L2,1.453775813
C7orf55,0.795067753
ERHP1,1.489532533
TBXAS1,2.632204888
JHDM1D-AS1,4.104094789
RAB19,0.258278464
ADCK2,0.57854393
NDUFB2,0.951478593
TMEM178B,184.4446876
AGK,0.568846021
SSBP1,0.441419795
PRSS1,5.85E-08
EPHB6,2.945328353
GSTK1,0.730005049
CASP2,0.516040503
ZYX,0.413902812
TCAF1P1,5.024896767
TCAF2,3.662241571
RP4-545C24.1,0.599176394
ARHGEF5,0.382995043
CNTNAP2,0.378460591
CUL1,0.958007832
GHET1,0.12619559
ZNF398,0.905648466
ZNF282,1.036383736
ZNF212,0.817887818
ZNF783,0.952944875
RP4-800G7.2,0.243123501
KRBA1,0.876147245
SSPO,1.158215934
ZNF862,0.915850895
RP4-751H13.5,0.693959605
ATP6V0E2,0.854846219
LRRC61,0.35309357
ZBED6CL,1.25929508
REPIN1,0.681114177
ZNF775,0.444864572
GIMAP2,0.102412997
ABCB8,1.051908096
ASIC3,13.18312645
SLC4A2,1.112045296
AGAP3,1.460475041
CHPF2,2.079469337
RP4-548D19.3,1.48695774
NUB1,1.335578255
PRKAG2-AS1,0.685800125
GALNT11,1.209788509
RP11-208G20.2,1.987303108
LINC01003,0.301768013
ACTR3B,0.466278519
PAXIP1-AS2,1.388946166
RP11-5C23.1,1.162115561
PAXIP1-AS1,0.163781706
HTR5A,1
INSIG1,3.115606011
AC008060.7,101286495.8
RP5-912I13.1,46458561.87
RBM33,2.664446175
RNF32,0.088677764
NOM1,1.033001046
MNX1-AS1,0.321216926
UBE3C,1.55302019
DNAJB6,1.204296995
WDR60,1.311335375
AC093627.9,0.388920894
PDGFA,3.148378772
PRKAR1B,0.186035511
ADAP1,3.851566879
COX19,1.260928878
C7orf50,0.34172951
ZFAND2A,0.934593187
MICALL2,1.429136659
RP11-1246C19.1,1.108367149
INTS1,0.576952421
TMEM184A,0.799974555
PSMG3,0.505586696
ELFN1-AS1,0.878149112
MAD1L1,0.624652478
FTSJ2,0.489058891
SNX8,0.234818656
BRAT1,0.742444801
GNA12,1.622765187
TNRC18,1.302374155
RP11-1275H24.1,0.330424486
FBXL18,0.621238366
ACTB,0.428671341
RNF216,0.906912196
PMS2,0.244587789
EIF2AK1,0.82312798
CYTH3,0.574889051
FAM220A,0.2998107
DAGLB,0.480986944
KDELR2,0.683528567
AC072052.7,0.90140445
ZNF12,0.861982622
CCZ1B,0.323472868
OR7E39P,0.180174458
COL28A1,18.96612706
RP5-1159O4.2,3.382738265
RP5-1159O4.1,3.780689648
RPA3,0.186878062
ICA1,0.997068569
NDUFA4,0.595387209
THSD7A,8.545265467
AC005019.3,1
ETV1,0.00056741
DGKB,7.96E-09
SOSTDC1,436.252459
ANKMY2,0.680777745
AGR2,484.1854306
AGR3,230.7969964
AC019117.2,1
SNX13,0.900968948
TWIST1,5.94E-09
TWISTNB,0.370129289
MACC1,1.054387896
CDCA7L,0.011986638
RAPGEF5,1.009877324
EEF1A1P6,0.978081589
TOMM7,0.418042875
FAM126A,0.393051706
KLHL7-AS1,0.176902926
IGF2BP3,0.191423224
TRA2A,0.657281379
AC006026.13,0.299342115
DFNA5,0.036984289
OSBPL3,6.996081001
CYCS,0.663980422
CTD-2227E11.1,1.649678251
CTB-119C2.1,1.599761442
HNRNPA2B1,1.02905614
SKAP2,0.192692371
HOXA3,13.45649778
HOXA5,2.727093672
HOXA6,2.396000889
HOXA9,228.2472558
HOXA10,3.035512345
HOXA11,13.63870655
RP1-170O19.14,502845601
HOXA13,251.4715359
HNRNPA1P73,0.707691096
EIF4HP1,0.746350018
HIBADH,0.325189259
JAZF1,0.495373274
SCRN1,1.784349283
FKBP14,0.507123994
NOD1,0.172669868
GGCT,0.374646057
AC005154.6,0.656936215
LSM5,0.433060711
KBTBD2,2.204034078
NT5C3A,0.505005523
RP9,0.846316532
DPY19L1,2.718701617
HERPUD2,0.548112995
KIAA0895,0.412952547
ELMO1,136.6310719
TRGC2,28.98512902
TRGJ2,1
TRGJP2,104702566.5
TRGC1,65.3802726
TRGVB,272.5341735
TRGV10,1497178366
TRGV9,736.9550005
TRGV7,3.540896479
VPS41,0.675911651
AC004837.5,1
RWDD4P2,1.077096116
MPLKIP,0.621019579
INHBA,3074464.587
GLI3,2.326162658
C7orf25,0.477364419
PSMA2,0.996049854
COA1,1.278664345
MRPS24,1.083259597
URGCP,1.853497323
AC004951.6,1.222539031
POLR2J4,1.375194537
RASA4CP,2.035533855
POLM,0.901931786
POLD2,0.759649449
CAMK2B,1.682644589
NUDCD3,1.082591832
DDX56,1.206518698
TMED4,1.455536201
H2AFV,1.682573241
PURB,0.88974705
MYO1G,28.29221571
SNHG15,0.7708217
TBRG4,0.668647227
SEPT7P2,1.518938124
IGFBP3,4.369399854
TNS3,13.62555996
HUS1,0.840467955
FIGNL1,0.274590884
DDC,0.008716768
GRB10,0.059924979
COBL,1.881352824
SEC61G,1.911714984
VOPP1,0.237715976
PSPH,1.065295696
CHCHD2,0.812895276
NUPR1L,13.08099933
ZNF680,0.545364813
ZNF117,2.1578812
ERV3-1,1.634737455
RP11-479O9.4,0.642611758
GUSB,0.538084158
LINC00174,0.221691886
GTF2IP9,0.454489351
GS1-124K5.2,0.227044145
SKP1P1,0.495407416
GS1-124K5.3,0.183536557
GS1-124K5.11,1.692720554
RP4-756H11.5,1.130175963
GS1-124K5.12,1.331197784
RPL35P5,0.734193978
RP11-792A8.4,0.402263481
SBDS,1.161426175
PMS2P4,0.507258205
TYW1B,7.253063576
NSUN5P2,0.926666831
STAG3L3,1.077140135
NSUN5,0.94190774
BAZ1B,0.890306928
BCL7B,1.65443064
TBL2,1.029565877
MLXIPL,0.178197783
DNAJC30,0.534527897
STX1A,5.20722503
ABHD11,1.261415201
CLDN3,1.092382164
WBSCR27,0.214616419
RFC2,0.43041979
STAG3L2,0.961945045
WBSCR16,0.789087588
GTF2IP1,2.346313885
POM121C,2.000473645
PMS2P3,1.642465254
HIP1,0.325116345
TMEM120A,1.08399099
STYXL1,0.671605085
AC005077.14,13.05071057
GTF2IP7,13.63460797
YWHAG,0.714350212
POMZP3,0.279439541
FAM185BP,0.247852344
GSAP,2.594116984
APTR,0.396789933
TMEM60,1.042230345
MAGI2,13.43317953
SEMA3C,0.948355518
CACNA2D1,1017562047
PCLO,6.24474889
SEMA3E,333920907.3
KIAA1324L,0.007641727
AC005076.5,0.13303608
TMEM243,0.455869139
TP53TG1,0.741529135
SLC25A40,1.794885843
SRI,1.320443911
STEAP4,52.36070997
AC002456.2,0.757597473
MTERF1,0.760140354
CYP51A1,2.226735406
KRIT1,1.005543212
PEX1,0.951394912
FAM133B,0.892911426
AC002075.4,0.880919497
BET1,1.003292091
SGCE,295.4313319
RPS3AP25,0.90555076
PON2,0.255501702
SLC25A13,2.794370643
SHFM1,1.050688623
DLX5,21.80201934
ASNS,0.669692588
OR7E7P,2.512352583
OR7E38P,0.395685474
AC004967.7,0.489486983
TECPR1,2.043474882
BAIAP2L1,1.377634231
RPS3AP26,0.953250007
SMURF1,1.14734578
PDAP1,0.929668634
PTCD1,0.746787127
AC073063.10,0.770794165
ATP5J2,1.242594532
ZNF394,0.870626125
FAM200A,0.657596649
CYP3A5,0.125136194
TRIM4,0.828501701
GJC3,0.672145663
AZGP1,1.012201833
ZNF3,0.622623401
MCM7,0.31824149
TAF6,0.670101666
RP11-506M12.1,0.438252528
C7orf43,0.777196416
GPC2,0.134477936
GATS,3.521737687
PMS2P1,1.442191094
ZCWPW1,0.405905017
PPP1R35,0.8597236
TSC22D4,1.734653249
SAP25,0.672255044
LRCH4,1.065103313
ACTL6B,826774500.7
GIGYF1,0.982143112
EPHB4,0.348988048
RP11-126L15.4,0.381558977
UFSP1,0.276929586
ACHE,0.397614442
VGF,112.7039219
PLOD3,1.199902557
CLDN15,0.814570563
FIS1,0.955366887
IFT22,0.737414949
ALKBH4,0.651470645
POLR2J,0.693292185
POLR2J3,0.916816608
UPK3BL,1.560565909
NAPEPLD,0.896846465
RP11-401L13.4,1.59116765
DNAJC2,0.645088091
RELN,0.295766478
ORC5,0.837616457
LINC01004,0.933348767
KMT2E-AS1,0.442376932
SRPK2,0.788562303
PUS7,1.212565946
YBX1P2,2.305357046
ATXN7L1,0.255640382
SYPL1,0.628728918
NAMPT,0.673310736
CCDC71L,0.465009904
CTA-363E19.2,3.309978064
COG5,1.670770303
AC002467.7,0.632783647
LAMB1,22.64655572
NRCAM,25.29397682
PNPLA8,0.93381597
THAP5,0.843755766
AC003088.1,0.037986735
IMMP2L,0.554052623
DOCK4,0.192834183
TMEM168,0.619115985
C7orf60,0.872553233
LINC00998,0.208704895
ST7-AS1,0.074901907
WNT2,21.03503285
ASZ1,0.032442752
CTTNBP2,1.373899747
TSPAN12,1.395642503
FAM3C,2.582900287
AASS,0.678689653
CADPS2,4.312481703
RNF148,0.492047911
IQUB,0.147322149
NDUFA5,0.970517451
WASL,1.097735303
GPR37,2.158155486
POT1,0.38704819
AC000123.3,2.803432151
AC000123.2,1.101665283
ZNF800,0.762337421
GCC1,0.980934114
LRRC4,106.4929509
RBM28,1.712155051
IMPDH1,1.808581807
RP11-212P7.2,0.224387144
RP11-212P7.1,2.289704382
TNPO3,1.25588127
RP11-305M3.2,1.239536368
RP11-448A19.1,0.248617419
UBE2H,0.983549174
ZC3HC1,0.648875402
TMEM209,0.748427361
CEP41,0.184666869
COPG2,0.343583857
LINC-PINT,2.905646369
MKLN1-AS,0.34479594
PODXL,0.450833759
EEF1B2P6,0.594907127
AC093106.5,1
CHCHD3,1.75364761
AC083873.4,0.543022119
SLC35B4,0.682310204
C7orf49,0.432569531
WDR91,0.172137864
CNOT4,1.37557254
MTPN,0.63873107
CREB3L2,2.905238304
KIAA1549,6.468376991
ZC3HAV1L,1.470932136
ZC3HAV1,1.948493701
RP11-634H22.1,0.324427149
HIPK2,5.13151456
PARP12,1.03147064
KDM7A,2.728651674
SLC37A3,1.032417545
MKRN1,1.420636496
NDUFB2-AS1,0.72223663
BRAF,2.150373857
MRPS33,0.548207239
KIAA1147,0.767420196
RP5-894A10.6,0.7207471
TRPV6,0.476239164
FAM131B,0.436901239
AC093673.5,0.100731286
EPHA1,0.776696013
TCAF1,4.491043632
ARHGEF35,2.089624082
OR2A7,0.144376823
ARHGEF34P,0.477178266
TPK1,0.689329257
RP5-1136G13.2,0.172832714
EZH2,0.353335862
PDIA4,1.909042724
ZNF786,0.583578514
ZNF425,0.347705797
RP4-800G7.1,3.81E-08
