gene,pval_1
RPP14,0.763337254
RCBTB1,0.762184632
ATG101,0.64902596
ASH1L-AS1,0.790521844
RAD17,0.703285907
OPA3,0.806262042
KIAA0947,0.68857489
E2F4,0.526465922
SRRM1,0.742820563
NAA35,0.349753372
SPTY2D1,0.704771075
NOXA1,0.917549089
QRICH2,0.574093767
TMEM57,0.792788156
ECI1,0.790816339
Mar-08,0.637164758
CNOT6,0.595780011
AXIN1,0.420524433
DLAT,0.879309502
UFD1L,0.738148243
ZSCAN29,0.697981948
FLII,0.561494025
HSP90B1,0.921974022
RNMT,0.714158016
ARPC2,0.58706289
SPATA5L1,0.751195411
PSENEN,0.440954077
C2orf44,0.786249483
SET,0.360593394
C5orf54,0.65643851
CCDC101,0.681890087
ESRRA,0.679041395
FKTN,0.778844396
LUZP6,0.753535324
FAM76A,0.47023088
SLC7A8,0.630268225
COX7C,0.614907901
RBM6,0.686314498
ABCF2,0.815296709
LINC00909,0.759597499
LINC00476,0.824219403
ISG20L2,0.823615294
MIF4GD,0.542279178
UBXN1,0.86580079
WWC1,0.777023501
TOMM40,0.900395992
RINL,0.810894266
PANK1,0.870086774
ZFPM1,0.805246448
TLN1,0.560187671
DYNLL1-AS1,0.779675421
ABHD15,0.804654422
BUB3,0.690621249
HINT3,0.437429063
STX16,0.81046667
LSM14B,0.454979492
ZNF101,0.847709158
PDHA1,0.721593054
TTL,0.794430736
PGS1,0.491624334
TMEM68,0.595408621
SFMBT1,0.639046201
ZW10,0.57804164
STK11,0.536418946
HSF2,0.794162864
CTR9,0.531432787
CERS1,0.863623825
TNKS2,0.703971739
TSC22D2,0.766114217
ZBTB44,0.374506714
CD47,0.491944998
GGTLC2,0.864633258
IPO9-AS1,0.865943832
FUT11,0.91919624
HAUS1,0.909122509
NSUN3,0.784353582
EPC2,0.479969552
HAUS2,0.856422235
METTL20,0.818205013
C10orf118,0.592190261
FUNDC2,0.538245287
SCAF8,0.733737114
GDF11,0.867505124
C2orf47,0.617453674
NAP1L4,0.760622021
PACRGL,0.720983629
AKT1,0.712132162
PIGM,0.842784877
CUX1,0.769092268
PFKL,0.810711573
ARFIP1,0.671158523
HRAS,0.645792357
SETD5,0.616873575
ZNF658,0.725215932
ELP3,0.475797888
PARP2,0.796583415
GDPD3,0.881694052
MC1R,0.898841681
SLC15A4,0.717985795
ATP2C1,0.878645185
ERBB2IP,0.625948747
UHRF2,0.710728907
RBL1,0.853627324
BCDIN3D,0.782666915
VPS35,0.669783418
ZNF8,0.806597454
CEP72,0.862844963
XRCC5,0.87102473
ZMYND10,0.818599555
SETDB2,0.758968773
CDC6,0.931590174
ABCC5,0.887798226
NGDN,0.687667454
SLC39A8,0.869939352
SUCLA2,0.706620626
USF2,0.673629835
CIART,0.79982319
ZNF771,0.759319551
YPEL5,0.785969654
C19orf57,0.863483935
GINM1,0.523641912
AARS2,0.787713266
CHAC1,0.960701562
CCT4,0.847027212
DUS1L,0.780912777
MKKS,0.745552251
SLCO5A1,0.882723005
MATR3,0.724738683
ZBTB3,0.545330797
AMN1,0.868256767
PPP1CB,0.602955063
ANKRD13A,0.451977613
SUPV3L1,0.535300034
HECTD3,0.733307598
SUGP1,0.522216855
NOP58,0.691939528
EEF1B2,0.53361209
HEXDC,0.771780794
WASH1,0.748272391
TUFT1,0.857423011
FBXL12,0.808916927
ENY2,0.721846152
RRAGC,0.752272761
NUCB2,0.76428902
COA6,0.826134313
KLF15,0.809357081
CIAPIN1,0.508113721
TULP4,0.730959123
SMIM14,0.674687705
ZC3H4,0.661680464
RAB24,0.911424144
TLE3,0.853356617
MFSD3,0.876204805
IMPA1,0.817861788
GNL3L,0.800213276
DCAF11,0.519951775
HOXC9,0.908412339
ASB7,0.838303359
MAP2K7,0.682192033
PPP1R7,0.827902368
CHTF8,0.714727091
ACIN1,0.853375367
ZNF615,0.889073254
PPIL2,0.8242212
NDUFA6-AS1,0.942063598
BPGM,0.70334549
TPRKB,0.785157938
ZNF3,0.730180366
IBTK,0.808571688
C5orf51,0.743912881
PRR12,0.849814297
GNPNAT1,0.899450864
KIAA1598,0.804049023
CDC42BPA,0.869545798
TASP1,0.77819708
RPL23A,0.750451221
MTMR2,0.820096332
NDUFAF6,0.698158458
RPS17L,0.810319747
BAD,0.742343568
KIAA1549,0.757116394
LZTS2,0.850355731
OSBPL11,0.862510713
PSMC3,0.758508428
FN3KRP,0.887767113
RPS17,0.815100787
TMEM120A,0.883250612
HEATR3,0.820112741
SBF2,0.878835983
ABCE1,0.83420922
C18orf8,0.865423284
C1orf74,0.890882204
REXO1,0.857481447
ZNF451,0.430768166
LYRM4,0.715499549
CCDC125,0.625048173
PRPF31,0.90486878
YKT6,0.784531208
LAMTOR3,0.602630369
FAM64A,0.880767624
KLHL13,0.815081053
PLXNB1,0.962418106
GLRX2,0.780306652
RRN3P2,0.853501063
RAB11B,0.76603794
CALCOCO2,0.901024013
HELZ,0.680224217
EOGT,0.794667383
BTBD9,0.819742125
MPRIP,0.704534835
COX8A,0.848308782
RFXAP,0.795954236
TP53TG1,0.804170187
POMGNT1,0.818669756
ZNF17,0.879380131
CNOT1,0.621249838
DYNC1LI2,0.772168325
RWDD1,0.799705588
ADH5,0.846682635
FUT10,0.873849187
CSNK2A1,0.05773809
CDK3,0.902771483
CHD9,0.88492613
EPS15,0.719431472
PSMC6,0.871307102
PDK2,0.875440997
NDUFA1,0.915058688
USP13,0.910741837
PDHB,0.844828851
CRK,0.785477015
PIGX,0.827439997
YIPF6,0.909337913
WDR12,0.928294123
HMGN3,0.86212792
SPATA18,0.961081896
ADCK2,0.809021928
HECTD4,0.917971454
PTP4A3,0.838191088
ZC3H3,0.847126279
POFUT2,0.910192367
SEPHS1,0.733098813
METTL21B,0.886805414
ZNF337,0.869107539
NDUFA6,0.873225092
WASF2,0.884931551
ITPKB,0.894003036
ZNF346,0.848186495
SRSF1,0.905726817
ADAT2,0.899499625
CYP39A1,0.916352598
PPM1K,0.841965713
ZNF160,0.851670023
AK9,0.920134246
CD151,0.788037642
TMEM41B,0.914459078
NEU3,0.892845339
LOC613037,0.900545482
FAM189B,0.83822908
MRPL39,0.875414584
BEX2,0.976429958
NOL7,0.823956077
NDUFA3,0.887074471
PHF5A,0.894124592
LIG4,0.910115104
DICER1-AS1,0.920709992
SAPCD2,0.934279716
TMX1,0.88391576
FLVCR1,0.939780588
CHD4,0.879503378
CCNYL1,0.942148017
INTS8,0.929108105
USP8,0.755917142
MORC3,0.729451791
SIX1,0.8649869
FAM71E1,0.83917629
MKRN2,0.805244245
NOL9,0.869130135
FZR1,0.902018069
MUS81,0.932000337
CLEC16A,0.797899689
LYRM5,0.875985268
GMFB,0.890968686
DNAJB6,0.868480434
ISY1-RAB43,0.899529862
ARHGAP6,0.923310358
AP2S1,0.901234222
ANKRD11,0.949952481
SPC25,0.91177172
ARTN,0.964082386
HSDL1,0.920302323
B4GALT3,0.8498229
RNF25,0.827515226
IRF3,0.940683989
MAT2A,0.918388272
LLPH,0.901921497
MYBL2,0.953099772
NACA,0.851994757
ATP2A2,0.957617083
RPS29,0.901418915
USO1,0.934300303
HGSNAT,0.912979561
TCEANC2,0.923799107
ZNF585B,0.909406979
ZNF253,0.923816518
ACO2,0.889567835
SHMT1,0.948570148
B4GALT2,0.908650671
MPLKIP,0.525995661
HUS1,0.928202393
ENDOV,0.939750578
PFKFB2,0.961744262
DCAF8,0.920535826
UROS,0.871274873
MROH1,0.973373084
PLEKHA1,0.925031571
MINPP1,0.938413359
WDR31,0.927515254
TPGS2,0.909921541
RSBN1,0.844336244
UBE2D3,0.895695837
SAMD10,0.927978703
ELK4,0.914228293
SLC25A20,0.836853703
CEP89,0.904643727
STARD7,0.95069947
TRAPPC6B,0.913168135
IST1,0.860984204
EIF1B,0.936725936
DCUN1D4,0.923680813
TXNRD2,0.951657096
PPIL1,0.948038268
ATP6V0B,0.911268994
IREB2,0.918219569
CTTN,0.937575631
RBM5-AS1,0.975899546
GNAL,0.952566702
TSG101,0.63209199
GLOD4,0.819653077
NOL10,0.937801017
ERMP1,0.930685919
TK1,0.973315459
CUEDC2,0.851571506
RBM39,0.909204757
ATPIF1,0.887907541
ANAPC1,0.949749056
PRPF3,0.941701366
C1orf109,0.920693783
CASP2,0.959475072
RBCK1,0.979458723
ARHGEF40,0.954288903
DDX3X,0.940820681
JOSD1,0.952885874
CDK2AP1,0.915652152
SGSM2,0.975118857
DNASE1L1,0.900127252
PRRC2B,0.921283234
MTERFD3,0.955376354
HERC2,0.955660519
FASTKD2,0.961211783
JMY,0.975149326
C8orf58,0.980228634
CCNY,0.877045093
HEBP1,0.932321335
C8orf33,0.953942819
ZNF91,0.93289826
TSPYL4,0.951016561
GSE1,0.933068255
DPH3,0.942387357
ELP6,0.784455469
LRRC8B,0.973938136
UTP14A,0.95252886
ZNF260,0.958228153
HDDC3,0.929873711
HSBP1,0.969451042
PFN2,0.914653015
FASTK,0.966399458
PRKCSH,0.906638782
APBB1,0.967470921
TMEM254,0.936176946
MICALL2,0.981062118
RNF31,0.971513387
PTGR2,0.944508613
MYL12A,0.947474746
ALKBH1,0.965785576
TRMT1L,0.951023495
NOSIP,0.842940684
KAT6B,0.967846969
GYS1,0.978023948
MYL12B,0.883299925
DIS3L,0.870889639
C4orf29,0.983027113
BAG4,0.974800001
ANKRD9,0.983917383
YAE1D1,0.970670751
MED6,0.971549457
RBPMS,0.985510269
NRARP,0.969987155
RP11-538P18.2,0.983438536
STX8,0.984974402
HNRNPK,0.953089135
SSBP1,0.945413598
FAM13B,0.982895186
EIF2B1,0.981138058
C17orf80,0.975609183
ZBTB5,0.982229254
MALSU1,0.97916396
RPS26,0.983019971
MEA1,0.983474029
KDELR2,0.987655152
PLK1,0.990936021
ZNF514,0.993178976
KIAA0895L,0.994220626
NPM3,0.984993822
SH3BP5L,0.977411907
RPSAP9,0.985344236
KAT7,0.98800693
ALS2,0.98592062
C6orf132,0.988664381
UGCG,0.992834493
ZNF320,0.990571721
OGT,0.995716637
KCTD20,0.990873871
CSTF2T,0.993766171
MRPS30,0.983502974
TSPAN3,0.984810342
FOXJ3,0.987725738
ZNF34,0.994012324
TMEM14B,0.995398514
TRIM23,0.991085385
SLC30A9,0.993975209
MAN1A2,0.997587851
MTHFD1L,0.998585717
FBXL3,0.99754774
