gene,GSE55030_p_val,GSE71797_fc_1,GSE71797_fc_2,GSE82223_fc_1,GSE86532_fc_1,GSE92574_fc_1,GSE110903_fc_1
CYP20A1,0,0,0,0,0.020087971,0,1.478824167
ABI2,0,0,0,0,0.000344012,0,2.132989956
PARD3B,0,0,0,0,0.37287109,0,0.929388833
AC007383.3,0,0,0,0.49505268,0,0,0.889261339
EEF1B2,0.019610055,1.087394273,1.524097808,0,0.53361209,3.048249802,0.621391841
ZDBF2,0,0,0,0,0.016901898,0,0.537285624
FASTKD2,0.022616803,1.537009366,1.277358762,0,0.961211783,1.14165388,0.379635003
CREB1,0.254261802,1.432287744,0.776871535,0,0.273300604,0,0.554889728
CCNYL1,0,0,0,0,0.942148017,0,0.429697104
IDH1-AS1,0.102747524,0,0,0.167489263,0,0,0.183541657
PIKFYVE,0.064210969,1.215954122,1.070204797,0,0.037946936,0,1.862366428
MAP2,0,0,0,0,0.021610323,0,7.799694299
UNC80,0,0,0,0,0,0,30.98660508
RPE,0.00579233,1.383995597,1.302494874,0,0.225314116,0,0.817798634
RP11-260M2.1,0,0,0,0,0,0,0.80777362
CPS1,0.001904138,0,0,0,0,0,0.00387643
RP11-105N14.1,0,0,0,0,0,0,0.251933553
SPAG16,0,0.689916806,2.352114723,0,0.028816871,0,0.894191125
AC072062.1,0,0,0,0,0,0,0.0270356
AC016708.2,0,0,0,0,0,0,1.18982997
ATIC,0.377774102,2.250597134,0.598493176,0,0,0,0.160982307
AC012462.1,0,0,0,0,0,0,1.03E-08
XRCC5,0.002633199,1.152866007,1.070464194,0,0.87102473,1.074310989,0.607485139
RP11-566E18.1,0,0,0,0,0,0,2.710743163
PKI55,0,0,0,0,0.024213353,0.610851991,4.141245544
SMARCAL1,0.024655247,0,0,0,0.004122946,0,0.870448245
RPL37A,0.0184278,1.905666269,0.965409393,0,0.526856769,0.912333341,1.279514823
IGFBP2,0.002739058,0,0,0,0.108449008,0,1.23562424
ARPC2,0.015512936,2.65855929,1.349444715,0,0.58706289,0,0.970770111
PNKD,0.177341552,0.927227346,1.546896882,0,0,0,1.180410489
CTDSP1,0.045872681,0.693726552,1.408306739,0,0.015412946,0.658102688,1.575211947
RQCD1,0,1.094508663,1.43515849,0,0,0,0.710366706
BCS1L,0.002366333,1.850334155,1.421117874,0,0,0,0.77649952
STK36,0.00674059,0,0,0,0,0,0.557897521
TTLL4,0,0,0,0,0.021901872,0,1.30702138
CDK5R2,0,0,0,0,0.003843684,0,98.12392983
FAM134A,0,2.577569421,1.302466344,0,0.055131058,0.674018747,0.733175543
ZFAND2B,0.000798493,1.561991596,2.541999869,0,0.091752672,0,1.554428673
ANKZF1,0.085482176,1.659316838,1.580651448,0,0,0.796241742,1.428302673
STK16,0.067329423,2.234063581,0.866320326,0,0,0,0.700263863
DNAJB2,0.000509537,1.362686716,0.486983115,0,0,0,0.901227221
AC114803.3,0,0,0,0,0,0,1.96E-08
SPEG,0,0,0,0,0,0,2.357224168
GMPPA,0.010407666,3.266395616,0.939508292,0,0,0,1.973305389
TMEM198,0,0,0,0,6.35E-05,0,5.308656413
STK11IP,0,0,0,0,0.394150968,0,0.870458439
SLC4A3,0,0,0,0,0,0,0.679168563
AC009302.2,0,0,0,0,0,0,1.486687346
HSPA9P1,0,0,0,0,0,0,2.996681044
ACSL3,0.004284192,0.748243646,2.154200439,0,0,0,8.393538522
MRPL44,0.000652191,1.333243,0.995911308,0,0,0,1.08620316
RP11-395N3.2,0,0,0,0,0,0,0.243925705
RHBDD1,0,1.534469973,2.524899737,0,0.118408509,0,0.759697034
MFF,0.282405247,2.079839287,1.212299007,0,0.009332324,0,0.865039776
AGFG1,0,2.655529115,2.075985023,0,0.003468875,0,1.706749669
FBXO36,0,0,0,0,0.014495499,0,0.652358912
SP140L,0,0,0,0,0.011968465,0,7.86E-08
SP100,0.111031101,529.8091839,0.011794296,0,0,0,0.185209966
CAB39,0.008094418,3.391346299,0.719728387,0,0,0,1.786928615
ITM2C,0.037241247,2.45454223,1.002078208,0,0,0,0.253624724
C2orf72,0,0,0,0,0.014139605,0,0.531225341
RP11-223I10.1,0,0,0,0,0,0,0.494916957
PSMD1,0.00358151,1.535301354,1.160881925,0,0,0,0.989012421
ARMC9,0,0,0,0,0.006045682,0,0.362461582
AC018738.2,0,0,0,0,0,0,0.606326779
PTMA,0.135470507,0.449247381,1.954455296,0,0.259849459,0,0.438064976
COPS7B,0.647822043,1.972767558,1.296027289,0,0.065652611,0,0.942471175
DIS3L2,0.054898244,1.557562428,1.209544485,0,0.314413666,0,1.003026805
EIF4E2,0.075133744,1.307685536,0.855298266,0,0,0,0.891648884
GIGYF2,0.0010362,1.075777279,1.199194739,0,0.037974314,0,1.735319062
ATG16L1,0.002194367,2.241603148,1.15149646,0,0.723590055,0,2.323743252
DGKD,0,0,0,0,0,0,3.253842076
TRPM8,0,0,0,0,0,0,49.16179556
SH3BP4,0.002195906,18.9207194,0.18292769,0,0,0,0.805265542
AGAP1,0,0,0,0,0.271914708,0,5.177030631
AGAP1-IT1,0,0,0,2.338316736,0,0,10.40091245
ACKR3,0.107315634,0,0,0,0,0,0.009321666
COPS8,0.045962992,3.348120101,0.700422495,0,0,0,0.456011389
MLPH,0.000422326,0.625282091,3.96348034,0,0.018672223,0,2.330899778
AC104667.3,0,0,0,0,0,0,0.19398595
LRRFIP1,0.035036324,3.165122996,0.741066779,0,0,0,2.983215169
RAMP1,0.06271876,0,0,0,0.00791188,0,0.176689078
UBE2F,0.013248934,2.175825668,1.162463324,0,0,0,0.827244848
SCLY,0.005072577,0,0,0,0,0,0.230337519
AC096574.4,0,0,0,0,0,0,1.01E-08
TRAF3IP1,0,0,0,0,0,0,0.691835807
ASB1,0,9.505396435,0.554200679,0,0,0,0.405346623
AC062017.1,0,0,0,0,0,0,0.039472555
GPC1,0,0,0,0,0,0,0.634388281
DUSP28,0,0,0,0,0,0,0.670934124
RNPEPL1,0.009797689,0,0,0,0,0,1.157809964
CAPN10,0,0,0,0,0,0,1.073268155
SNED1,0,0,0,0,0,0,1.979774556
PPP1R7,0.002604665,1.014638692,1.033802068,0,0.827902368,0,1.980990065
ANO7,0,0,0,0,0,0,7.371165062
Sep-02,0.010336895,1.029158464,1.071447535,0,0.034656212,0.909238762,0.969521205
FARP2,0.027511164,0,0,0,0,0,0.741625426
BOK,0.734054299,1.460265323,0.352357314,0,0,0,2.50415464
ATG4B,0.001584052,1.570584304,0.818513757,0,0,0,1.523318182
AC133528.2,0,0,0,1.903556444,0,0,1.181829681
ING5,0.006867374,0,0,0,0.066757169,0,1.706738348
D2HGDH,0.004208031,0,0,0,0,0,0.543475937
LINC01237,0,0,0,0,0,0,1.268247289
AC093642.3,0,0,0,0,0,0,0.851457523
AC093642.5,0,0,0,0,0,0,1.659960977
FAM110C,0,0,0,0,0,0,0.321222761
SH3YL1,0,0.121446602,1.208041498,0,0.034210064,0,3.94749693
TMEM18,0.007910445,0.844959362,1.528462084,0,0.057327772,0,0.661127551
AC116614.1,0,0,0,0,0,0,0.228761266
AC144450.1,0,0,0,0,0,0,0.247717736
AC144450.2,0,0,0,0,0,0,0.143396842
PXDN,0,3600.184773,0.007311924,0,0,0,2.654585598
TSSC1,0,1.278284583,0.84501715,0,0,0,0.696941584
TSSC1-IT1,0,0,0,0,0,0,0.012900756
ADI1,0.055391261,0.456519345,0.738955139,0,0,0,1.005942906
AC108488.4,0,0,0,0,0,0,1.954185685
RNASEH1,0.002332321,3.360523647,1.096717094,0,0,0,0.440424793
CMPK2,0,0,0,0,0.258206203,0,1.91872621
ID2-AS1,0,0,0,0,0,0,5.745612952
KIDINS220,0.001702317,1.000155818,0.738136325,0,0.250969941,0,0.678729136
MBOAT2,0.083411512,0.464088856,0.91259306,0,0,0,3.198612155
ITGB1BP1,0.008364904,1.893812062,0.759113869,0,0,0,0.577265227
ADAM17,0.671177185,4.216647911,2.253484396,0,0.006167927,0,0.831564852
YWHAQ,0.18030672,1.846304279,0.815059115,0,0,0,0.562817543
RP11-254F7.2,0,0,0,0,0,0,0.073379461
ODC1,0.008558393,0.800618219,1.472618692,0,0,0,1.619156478
NOL10,0.050569303,3.424655129,1.156175963,0,0.937801017,0,0.457290532
RP11-791G15.2,0,0,0,0,0,0,19.73814538
PDIA6,0.000853015,3.03409506,1.284427719,0,0,1.144207747,1.757829708
ROCK2,0.008251722,1.435384435,1.376838097,0,0.000521377,0,1.062756392
E2F6,0.117326603,0,0,0,0.049407979,0,1.120858052
NBAS,0.02805653,2.223594038,1.589390255,0,0.018574994,0,1.27457644
FAM49A,0,0,0,0,0,0,0.345460238
SMC6,0.138703748,1.974395568,0.899814807,0,0.152905331,0,0.203830106
RDH14,0.007889925,1.222492532,1.284704827,0,0,0,0.703596163
OSR1,0,0,0,0,0,0,14603703.04
TTC32,0.09602359,0,0,0,0.008522334,0,0.666318095
WDR35,0,0,0,0,0.085072955,0,0.533878497
LAPTM4A,0.086771219,0.981363041,0.842989329,0,0,0,0.556696574
SDC1,0.000469078,0.688497779,0.959353792,0,0,0,3.945670073
PUM2,0.065297688,0.800313079,1.548507158,0,0.00150606,0,1.340592327
AC012065.1,0,0,0,0,0,0,0.196673504
HS1BP3,0.011747789,2.370823047,1.144639797,0,0,0,0.541541084
LDAH,0.14733719,0,0,0,0,0,0.002354423
ATAD2B,0,0,0,0,0.006508315,0,0.654353063
C2orf44,0,0,0,0,0.786249483,0,0.629683181
SF3B6,0.823167369,0,0,0,0,0,0.930116685
TP53I3,0,2.548344177,0.165613442,0,0,0,0.351081964
ITSN2,0.314091735,1.815275966,1.060284194,0,0.013837604,0,1.7509524
PTRHD1,0.10498475,0.883186662,0.528477044,0,0,0,0.98668471
ADCY3,0.00247354,0,0,0,0.07161711,0,0.50908846
DNAJC27,0,0,0,0,0.515857659,0,0.52501112
DNMT3A,0,0,0,0,0.039833785,0,1.317200953
AC012074.2,0,0,0,0,0,0,1.437713457
DTNB,0.033030134,2.125211871,0.098432355,0,0,0,0.552581613
ASXL2,0,0,0,0,0.126923311,0,0.676504338
KIF3C,0,0,0,0,0.24710076,0,0.763076057
TRMT112P6,0,0,0,0,0,0,6.948919834
HADHA,0.014933515,0.868315403,1.432069829,0,0.001599784,1.55599599,0.813609044
RP11-195B17.1,0,0,0,0,0,0,1.834506137
OST4,0.642788372,0.937809916,0.646808732,0,0,0.435241096,0.896134732
CGREF1,0.008331178,0.315911465,0.973071918,0,0.256734423,0,0.729695848
PREB,0.013463095,1.677969554,1.082236094,0,0,0,0.869741062
SLC5A6,0.032645953,0,0,0,0,0,1.310343949
UCN,0,0,0,0,0,0,0.216790108
MPV17,0.011819421,5.468821199,0.556313471,0,0,0,0.366594594
GTF3C2,0.047922603,1.452164851,1.162854136,0,0.482493896,0,0.898030861
EIF2B4,0.010650626,1.530654758,1.154898119,0,0,0,1.674635001
ZNF513,0,0,0,0,0,0,0.852141375
PPM1G,0.000241392,1.521709039,1.727356799,0,0.542073007,0,0.568499743
IFT172,0.010864208,0,0,0,0,0,0.410019104
FNDC4,0,0,0,0,0,0,0.394562477
CCDC121,0,0,0,0,0,0,0.315375054
SUPT7L,0.848667001,0,0,0,0.33611037,0,0.872520084
RBKS,0,0,0,0,0.427121086,0,0.049718141
AC097724.3,0,0,0,0,0,0,0.950995719
TRMT61B,0.086077712,2.724048413,0.790584855,0,0,0,0.479889452
ALK,0,0,0,0,0,0,12.23089794
CAPN13,0.048049419,0,0,0,0,0,0.041522371
GALNT14,0,0,0,0,0,0,1.138886237
XDH,0,0,0,0,0,0,14.08779719
MEMO1,0.109280118,1.226844198,1.559883135,0,0.103469053,0,1.116151558
DPY30,0.001369959,1.462907431,0.74046286,0,0,0,0.558157616
RP11-563N4.1,0,0,0,0,0,0,0.036286036
FAM98A,0.002106363,2.914575969,0.694037192,0,0,0,0.667935593
FEZ2,0.025087966,2.715431517,1.235006748,0,0.467990682,0,0.708894062
RP11-288C18.1,0,0,0,0,0,0,3.016040682
STRN,0,1.331535305,1.387792301,0,0.003343924,0,1.60272518
HEATR5B,0.085915093,0.651591285,1.035755466,0,0.034007017,0,1.480225299
EIF2AK2,0.025878274,3.747214694,0.810584692,0,0.044989521,0,2.687348275
CEBPZ,0.032149106,1.790779001,1.928552392,0,0.059080267,0,1.175160128
PRKD3,0.036034842,3.134318387,0.667942057,0,0.174301075,0,0.237911771
CDC42EP3,0,37.99288779,0.379864229,0,0,0,2.554890789
CYP1B1,0,0,0,0,0,0,2001.130765
ATL2,0.110737358,2.030841362,1.445398655,0,0.023215143,0,1.172864718
HNRNPLL,0.055405183,0,0,0,0.083520695,0,0.863866798
SRSF7,0.020295559,0.677480583,1.518923206,0,0.060426791,0,0.602502892
DHX57,0.026217262,0,0,0,0.046161788,0,1.216850751
SOS1,0,0,0,0,0.013591101,0,2.701759006
SOS1-IT1,0,0,0,0,0,0,1.813741177
MAP4K3,0.041976318,1.234552405,1.437194573,0,0.001250278,0,2.130204421
THUMPD2,0,0,0,0,0.024167041,0,1.644744979
COX7A2L,0.105271876,3.707834802,0.86655204,0,0,0,1.226261182
KCNG3,0,0,0,0,0,0,0.784845377
HAAO,0,0,0,0,0,0,1
ZFP36L2,0,0,0,0,0.002964554,0,1.032070256
THADA,0.000610881,3.43138111,1.192451372,0,0,0,1.360212902
LRPPRC,0.006578162,1.588341409,1.224231718,0,0,0,1.28346132
PREPL,0.003750082,1.36648073,1.014045649,0,0,0,1.238509048
SIX2,0,0,0,0,0,0,1.571108245
SRBD1,0.008716866,2.149020214,0.850896855,0,0,0,1.52433395
ATP6V1E2,0,0,0,0,0,0,0.255887112
PIGF,0.047236713,3.688261242,0.462297459,0,0,0,0.295529552
MCFD2,0.104913524,4.331219703,1.587002526,0,0,0,2.68266383
CALM2,0.038692874,4.296760643,1.17153269,0,0.457637115,2.110864598,1.617656393
AC079250.1,0,0,0,0,0,0,1.252200711
FBXO11,0.114487778,2.87575806,0.53450687,0,0,0,1.708222457
RP11-191L17.1,0,0,0,0,0,0,0.221188714
AC007560.1,0,0,0,0,0,0,0.990870869
AC010967.2,0,0,0,0,0,0,1.82E-08
GPR75-ASB3,0.083901824,0,0,0,0,0,0.806596576
GPR75,0,0,0,0,0,0,1.908657868
PSME4,0.034294797,2.096730187,1.024186978,0,0,0,0.998267929
RTN4,0.065246866,28.16783398,0.339188544,0,0,0,1.572327926
CLHC1,0,0,0,0,0.026796909,0,0.49895796
MTIF2,0.032892599,4.306721514,1.101877092,0,0,0,0.591035416
CCDC88A,0,0,0,0,0,0,0.129071029
SMEK2,0,1.225434936,1.858334804,0,0.006946473,0,2.298576428
PNPT1,0.005275083,1.54196849,2.027460959,0,0.177166231,0,0.842077127
AC007743.1,0,0,0,0,0,0,0.513108782
FANCL,0.04404051,0.489570081,2.86104048,0,0.007029135,0,1.453046645
AC007238.1,0,0,0,0,0,0,0.495178291
PUS10,0,0,0,0,0.011396745,0,0.820456439
AC016747.3,0,0,0,0.286568944,0,0,0.784285375
USP34,0.065515827,1.537391943,0.944085326,0,0.039993488,0,1.367251268
XPO1,0.012304938,1.090579275,1.163535435,0,0.097180969,0,0.964231022
FAM161A,0,0,0,0,0.018258842,0,0.613167313
CCT4,0.000273253,1.642532921,1.687177083,0,0.847027212,0,0.943678093
TMEM17,0,0,0,0,0.171712103,0,0.875456455
AC016734.2,0,0,0,0,0,0,1.355306161
VPS54,0.017816869,0.848527886,1.222695299,0,0.004878465,0,1.905079325
PELI1,0,1.418399113,1.366830641,0,0.170854557,0,0.258965486
SERTAD2,0,0,0,0,0.011104749,0,0.87796227
RAB1A,0.025007655,1.604369925,1.86737445,0,0.039234206,0,3.184334306
SPRED2,0,0,0,0,0.009014542,0,2.279151424
C1D,0.030556448,1.454814176,1.286901302,0,0.097166238,0,1.742176036
PPP3R1,0.231324772,1.58077675,1.884748757,0,0.089944671,0,1.75185371
FBXO48,0,0,0,0,0,0,1.045780978
GFPT1,0.009408548,1.62467622,2.243730588,0,0.46472799,0,5.707754953
NFU1,0.057043465,1.362720161,1.306163847,0,0.015693648,0,1.373145848
AAK1,0,0,0,0,0,0,0.96384935
PCBP1-AS1,0,0,0,0.770850401,0,0,1.652247703
C2orf42,0,0,0,0,0.190434436,0,0.84652439
TIA1,0.049655345,0.474695007,1.766585293,0,0.014426106,0,0.981616389
AC016700.6,0,0,0,0,0,0,0.743532743
SNRPG,0.001062514,1.375641869,2.026339354,0,0.702287912,0,1.055658256
FAM136A,0.001716491,0.950842211,1.70466806,0,0.241003466,0,1.409639367
TGFA,0,0,0,0,0,0,0.514153983
ADD2,0,0,0,0,0,0,37.27647603
TEX261,0.011273787,1.370382648,1.011866248,0,0,0,1.721733127
MCEE,0.13163184,0.932677117,1.567884718,0,0.048889082,0,2.4886713
PAIP2B,0,0,0,0,0.000697599,0,1.72891427
RPS20P10,0,0,0,0,0,0,12383257.12
EXOC6B,0.020046351,3.782437694,1.342216709,0,0.003183632,0,1.142603979
SFXN5,0,0,0,0,0,0,1.336189914
RAB11FIP5,0,8.013661641,0.699535744,0,0,0,0.372623249
PRADC1,0.005676729,0,0,0,0.008715272,0,2.729591137
FBXO41,0,0,0,0,0.030465286,0,1.553509967
TPRKB,0.037763166,1.864968189,1.393207606,0,0.785157938,0,0.814537679
DUSP11,0.041820846,2.478883214,1.588184418,0,0.009438132,0,1.33931571
DGUOK-AS1,0,0,0,0,0.012658358,0,95.5366916
BOLA3,0.08662565,0.79837062,3.136080781,0,0.070609666,0,1.026816741
MOB1A,0.02274063,1.815941889,2.362889085,0,0.011163873,0,1.94789806
DCTN1,0.002331235,2.430827652,0.72960413,0,0.56477251,0,0.488122074
C2orf81,0,0,0,0,0.692482064,0,0.105535945
HMGA1P8,0,0,0,0,0,0,0.089989569
RTKN,0.004024954,0.260101673,1.71112787,0,0.040745132,0,1.065125858
MOGS,0.029753864,1.558461872,2.43329261,0,0.043076098,0,1.689879078
MRPL53,0.141270136,1.641578101,1.325529506,0,0.10401497,0,1.609202148
CCDC142,0,0,0,0,0.01034231,0,1.42369516
PCGF1,0.052424448,1.464919325,2.496050627,0,0.005753941,0,1.225076539
DQX1,0,0,0,0,0,0,0.044108437
AUP1,0.033757519,2.910254171,1.292077131,0,0.256490119,0,1.776103058
LOXL3,0,0,0,0,0.004389383,0,0.54708826
RP11-259N19.1,0,0,0,0,0,0,0.306385366
GCFC2,0.057770825,0.919117968,1.103455839,0,0,0,1.122971539
SUCLG1,0.024855674,0.507713623,2.518550275,0,0.00346858,0,0.961977815
LDHAP7,0,0,0,0,0,0,0.198350359
TGOLN2,0.012511249,1.733311474,1.545078272,0,0.019540217,0,1.519865144
PEBP1P2,0,0,0,0,0,0,0.49706876
RETSAT,0.001973801,1.160939067,0.418172783,0,0,0,0.730102736
CAPG,0,0,0,0,0.182173103,0,0.18376482
GGCX,0.139215113,1.803462339,0.845359626,0,0,0,0.795397473
TMEM150A,0,0,0,0,0,0,0.500329092
C2orf68,0,0.708146398,1.886113064,0,0.002574232,0,0.953766772
ST3GAL5,0,0,0,0,0.008419152,0,0.824063343
POLR1A,0.000450407,1.593145404,1.037507341,0,0.605688267,0,1.081799489
IMMT,0.018764784,0.921298247,1.852488024,0,0.280394518,0,0.667287212
REEP1,0,0,0,0,0,0,0.640977024
CHMP3,0.002059834,0.921214958,1.107154226,0,0.000951937,0,0.858519131
RNF103,0.166252961,0.494661587,1.857323032,0,0,0,1.370465052
AC125232.1,0,0,0,0,0,0,0.549739839
RP11-1252D15.1,0,0,0,0,0,0,0.779091044
KRCC1,0.232009794,1.054575571,1.35880098,0,0.014262477,0,0.455863594
EIF2AK3,0.192871221,1.11177633,0.702462229,0,0,0,1.493655447
AC027612.6,0,0,0,0,0,0,0.924527916
MRPS5,0.018390079,1.584558668,1.398702503,0,0.008390449,0,1.06641321
ZNF514,0,0,0,0,0.993178976,0,0.535538197
RP11-440D17.3,0,0,0,0,0,0,0.169147386
LINC00342,0,0,0,0,0.027668032,0,1.740789233
ANKRD36C,0,0,0,0,0,0,1.469199536
DUSP2,0.009772691,0,0,0,0,0,9.732836992
AC012307.2,0,0,0,0,0,0,70.60140127
STARD7,0.001754879,0.910385004,1.114094437,0,0.95069947,0,1.235859927
TMEM127,0.039321343,1.659371847,1.153552078,0,0,0,0.904546614
SNRNP200,0.031137868,1.722845497,0.857531351,0,0.213327238,0,1.066456676
NEURL3,0,0,0,0,0,0,7.491703744
KANSL3,0.022235934,4.424029358,0.399867054,0,0,0,0.927128306
LMAN2L,0.000368342,1.213814237,0.796914655,0,0,0,0.923062583
RP11-353K11.1,0,0,0,0,0,0,0.278979385
ANKRD23,0,0,0,0,0,0,0.677192443
ANKRD39,0.228889067,0,0,0,0,0,0.525301885
SEMA4C,0,0,0,0,0.1444009,0,0.734299675
FAHD2B,0.000860493,0,0,0,0,0,0.425883674
ANKRD36B,0,0,0,0,0.114368927,0,0.448227817
ACTR1B,0.003788487,0.560883365,1.235449607,0,0.071059754,0,0.831789783
TMEM131,0,1.619985264,0.734419059,0,0.420945926,0,1.726825897
COA5,0.037919917,1.33884633,0.908915493,0,0,0,0.550827714
MGAT4A,0,0,0,0,0,0,0.515530536
TSGA10,0,0,0,0,0,0,0.602286383
MITD1,0.254514763,2.646810268,2.200802852,0,0.000709016,0,0.902953365
LYG1,0,0,0,0,0.001936389,0,2.478034711
TXNDC9,0.135372695,2.158754853,1.190523433,0,0,0,0.978564867
REV1,0.005847903,0.699989941,1.173855791,0,0.006858227,0,0.573565857
AFF3,0,0,0,0,0.008340925,0,1.051855673
LONRF2,0,0,0,0,0.027617956,0,1.054388231
CHST10,0.003693985,0,0,0,0,0,0.552651952
TBC1D8,0,1.202688975,5.219892571,0,0.050256357,0,1.11309301
RNF149,0.002404082,3.125399186,0.830955049,0,0,0,1.27231994
MFSD9,0,0,0,0,0,0,1.516902598
LINC01114,0,0,0,0,0,0,0.456848884
TGFBRAP1,0.020527507,0,0,0,0,0,1.577470853
RP11-332H14.2,0,0,0,0,0,0,0.682449209
UXS1,0.008447932,3.152887511,0.776584833,0,0,0,0.296620404
EEF1A1P12,0,0,0,0,0,0,0.667877944
Sep-10,0.263240533,5.097031206,0.856852375,0,0,0,1.278143901
MALL,0,0,0,0,0,0,5.527944653
NPHP1,0,0,0,0,0.108675884,0,0.260203111
LINC00116,0,0,0,0.280209945,0,0,0.787601941
LINC01106,0,0,0,0,0,0,0.927772005
BUB1,0.0253943,0,0,0,0.106868669,0,0.576951763
ANAPC1,0.023062103,1.992251293,0.992378927,0,0.949749056,0,0.661571841
ZC3H8,0.009588915,1.09257251,1.245880532,0,0.122052994,0,0.991448299
AC079922.2,0,0,0,0,0,0,2.831509126
CKAP2L,0.099885731,0,0,0,0.040669092,0,0.601665199
DDX11L2,0,0,0,0,0,0,3.554467109
RPL23AP7,0.524873822,0.845777534,1.553604049,0,0.287841689,0,0.420889713
SLC35F5,0.055817576,1.321475287,0.500511464,0,0,0,0.952228698
RP11-141B14.1,0,0,0,0.141495512,0,0,0.293744535
CCDC93,0,2.87355266,0.364659555,0,0,0,0.354700676
C2orf76,0.033596329,0,0,0,0,0,0.577845395
TMEM185B,0.020318112,4.986073172,0.235590724,0,0,0,0.88810369
CLASP1,0.011009176,4.711621183,0.580032652,0,0,0,1.014266767
NIFK,0.015565546,0,0,0,0,0,0.403611118
YWHAZP2,0,0,0,0,0,0,2.408828386
BIN1,0.00083205,216.2908351,0.012412328,0,0,0,0.907081364
ERCC3,0.003472971,3.335682336,0.410696418,0,0,0,0.72599941
MAP3K2,0.621364061,3.060013883,0.672870995,0,0,0,1.187276404
IWS1,0.000713473,3.788066253,0.52127887,0,0,0,1.034695286
WDR33,0.013923337,1.662536935,0.678904377,0,0,0,1.263594455
POLR2D,0.051274548,3.342111175,0.53067952,0,0,0,0.903443129
AMMECR1L,0.012964567,3.18467214,0.70989122,0,0,0,1.100966867
SAP130,0,0,0,0,0,0,0.955217982
HS6ST1,0.013533007,4.291380845,0.101917551,0,0,0,3.069110311
AC079776.2,0,0,0,0,0,0,19.96534379
RAB6C-AS1,0,0,0,0,0,0,0.208795863
FAR2P1,0,0,0,0,0.067107755,0,0.065282709
POTEF,0,0,0,0,0.143409189,0,0.036199711
CCDC74B,0,0,0,0,0,0,1.282961903
SMPD4,0.037021783,2.27796635,0.272971917,0,0,0,0.451825456
TUBA3E,0,0,0,0,0,0,1.168376147
CCDC115,0.027552079,1.395211182,0.867146387,0,0,0,0.338010777
AC133785.1,0,0,0,0,0,0,243.0546458
FAM168B,0.000982609,3.764073023,0.469016475,0,0,0,1.391120451
AC073869.1,0,0,0,0,0,0,0.570442648
MZT2A,0.023550724,0.944492348,0.569744126,0,0,0,1.242588476
AC093724.2,0,0,0,0,0,0,0.665929482
CCNT2-AS1,0,0,0,0,0,0,1.42398813
ZRANB3,0.046141339,0,0,0,0,0,0.225247897
MCM6,0.017187096,0.369503838,1.525631666,0,0.785795889,0,0.214744267
DARS,0.008200639,3.824183195,0.551256278,0,0,0,0.509435082
CXCR4,0,0,0,0,0,0,0.008729997
HNRNPKP2,0,0,0,0,0,0,0.165333096
YWHAEP5,0,0,0,0,0,0,0.988488968
GTDC1,0,0,0,0,0,0,1.400057624
ORC4,0.054300886,1.192619172,0.693825237,0,0,0,1.032998494
MMADHC,0.008534428,3.300185959,0.720179954,0,0,0.167748185,1.081882845
RND3,0,0,0,0,0.004660987,0,19.73208957
RBM43,0,0,0,0,0,0,2.091144507
ARL5A,0.144192934,2.996578292,0.46970997,0,0,0,0.681261779
STAM2,0.02863063,4.752958486,0.610715072,0,0,0,1.622988896
PRPF40A,0.002833483,2.21211527,0.726564498,0,0,0.538223885,0.767787309
AC093375.1,0,0,0,6.768127866,0,0,2.615377038
FAM133DP,0,0,0,0,0.922485142,0,0.913994149
ACVR1,0,9.968062508,0.473354395,0,0,0,1.248574914
WDSUB1,0,0,0,0,0,0,1.309940972
BAZ2B,0,0.54698853,1.557216665,0,0.019659922,0,1.292744221
CD302,0,0,0,0,0.048031084,0,3.882314325
ITGB6,0,0,0,0,0,0,23.72366507
RBMS1,0,0,0,0,0,0,837.6039451
DPP4,0.027851554,0,0,0,0,0,22.84946034
GCG,0,0,0,0,0.027407092,0,1.52E-08
IFIH1,0,0,0,0,0,0,2.262364725
GRB14,0,0,0,0,0.823066384,0,0.884010267
COBLL1,0.517979153,0.220410623,0.551650027,0,0,0,3.600506958
AC019181.3,0,0,0,0,0,0,3.396943013
SLC38A11,0,0,0,0,0,0,775.1152979
GALNT3,0.015949936,1.427143823,0.280328699,0,0,0,1.524051624
AC009495.4,0,0,0,0,0,0,0.991798976
AC009495.3,0,0,0,0,0,0,0.96062695
TTC21B,0.268071528,0.766383455,0.438509372,0,0,0,0.766801018
STK39,0.004181598,2.689980655,1.329812835,0,0,0,0.612482971
SPC25,0.008754997,0,0,0,0.91177172,0,0.388045607
FASTKD1,0.934683287,3.077526609,0.526899122,0,0,0,0.745946862
METTL5,0.144029943,6.057892969,0.495868483,0,0,0.532655181,0.731895696
TLK1,0.08221931,1.948135842,0.506879607,0,0,0,0.89623397
METTL8,0.032250203,0,0,0,0,0,0.507718734
AC007969.5,0,0,0,0,0,0,1.023680761
SLC25A12,0.027327785,0,0,0,0,0,1.931422952
DLX2,0,0,0,0,0.04554328,0,4.097151566
SP3,0.033126143,1.718343253,0.765149811,0,0,0.486443926,0.828604824
OLA1,0.181959466,4.469208231,0.363133178,0,0,0,0.666288024
CIR1,0,4.400891684,0.503068438,0,0,0,0.686261306
GPR155,0,0,0,0,0,0,0.618901375
CHN1,0,0,0,0,0,0,60.81768869
ATF2,0.027869688,3.138612206,0.648438842,0,0,0,0.92882767
ATP5G3,0,1.147343413,0.777698016,0,0,0.796724828,1.012833678
